location,date,vaccine,total_vaccinations
Slovakia,2021-11-19,Moderna,518497
Slovakia,2021-11-19,Pfizer/BioNTech,3567575
Slovakia,2021-11-26,Johnson&Johnson,150383
Slovakia,2021-11-26,Moderna,529772
Slovakia,2021-11-26,Pfizer/BioNTech,3690527
Slovakia,2021-12-03,Johnson&Johnson,157083
Slovakia,2021-12-03,Moderna,543472
Slovakia,2021-12-03,Pfizer/BioNTech,3803603
Slovakia,2021-12-10,Johnson&Johnson,158042
Slovakia,2021-12-10,Moderna,550490
Slovakia,2021-12-10,Pfizer/BioNTech,3849009
Slovenia,2021-01-01,Pfizer/BioNTech,6200
Slovenia,2021-01-08,Pfizer/BioNTech,30620
Slovenia,2021-01-15,Pfizer/BioNTech,49691
Slovenia,2021-01-22,Moderna,516
Slovenia,2021-01-22,Pfizer/BioNTech,64400
Slovenia,2021-01-29,Moderna,519
Slovenia,2021-01-29,Pfizer/BioNTech,82401
Slovenia,2021-02-05,Moderna,950
Slovenia,2021-02-05,Pfizer/BioNTech,101768
Slovenia,2021-02-12,Moderna,3827
Slovenia,2021-02-12,Oxford/AstraZeneca,2202
Slovenia,2021-02-12,Pfizer/BioNTech,118880
Slovenia,2021-02-19,Moderna,4569
Slovenia,2021-02-19,Oxford/AstraZeneca,6232
Slovenia,2021-02-19,Pfizer/BioNTech,139322
Slovenia,2021-02-26,Moderna,4884
Slovenia,2021-02-26,Oxford/AstraZeneca,13997
Slovenia,2021-02-26,Pfizer/BioNTech,159975
Slovenia,2021-03-05,Moderna,9079
Slovenia,2021-03-05,Oxford/AstraZeneca,24836
Slovenia,2021-03-05,Pfizer/BioNTech,179487
Slovenia,2021-03-12,Moderna,11997
Slovenia,2021-03-12,Oxford/AstraZeneca,52724
Slovenia,2021-03-12,Pfizer/BioNTech,200992
Slovenia,2021-03-19,Moderna,17909
Slovenia,2021-03-19,Oxford/AstraZeneca,56034
Slovenia,2021-03-19,Pfizer/BioNTech,222485
Slovenia,2021-03-26,Moderna,20910
Slovenia,2021-03-26,Oxford/AstraZeneca,78437
Slovenia,2021-03-26,Pfizer/BioNTech,251726
Slovenia,2021-04-02,Moderna,38881
Slovenia,2021-04-02,Oxford/AstraZeneca,90861
Slovenia,2021-04-02,Pfizer/BioNTech,281746
Slovenia,2021-04-09,Moderna,42019
Slovenia,2021-04-09,Oxford/AstraZeneca,102394
Slovenia,2021-04-09,Pfizer/BioNTech,322588
Slovenia,2021-04-16,Moderna,53243
Slovenia,2021-04-16,Oxford/AstraZeneca,108179
Slovenia,2021-04-16,Pfizer/BioNTech,364144
Slovenia,2021-04-23,Moderna,59901
Slovenia,2021-04-23,Oxford/AstraZeneca,127835
Slovenia,2021-04-23,Pfizer/BioNTech,405439
Slovenia,2021-04-30,Johnson&Johnson,72
Slovenia,2021-04-30,Moderna,69384
Slovenia,2021-04-30,Oxford/AstraZeneca,131471
Slovenia,2021-04-30,Pfizer/BioNTech,452323
Slovenia,2021-05-07,Johnson&Johnson,1652
Slovenia,2021-05-07,Moderna,78728
Slovenia,2021-05-07,Oxford/AstraZeneca,142983
Slovenia,2021-05-07,Pfizer/BioNTech,527294
Slovenia,2021-05-14,Johnson&Johnson,9897
Slovenia,2021-05-14,Moderna,86889
Slovenia,2021-05-14,Oxford/AstraZeneca,164578
Slovenia,2021-05-14,Pfizer/BioNTech,587417
Slovenia,2021-05-21,Johnson&Johnson,16024
Slovenia,2021-05-21,Moderna,106483
Slovenia,2021-05-21,Oxford/AstraZeneca,194330
Slovenia,2021-05-21,Pfizer/BioNTech,645061
Slovenia,2021-05-28,Johnson&Johnson,20973
Slovenia,2021-05-28,Moderna,117303
Slovenia,2021-05-28,Oxford/AstraZeneca,218571
Slovenia,2021-05-28,Pfizer/BioNTech,703161
Slovenia,2021-06-04,Johnson&Johnson,32921
Slovenia,2021-06-04,Moderna,125016
Slovenia,2021-06-04,Oxford/AstraZeneca,245944
Slovenia,2021-06-04,Pfizer/BioNTech,788571
Slovenia,2021-06-11,Johnson&Johnson,38145
Slovenia,2021-06-11,Moderna,132802
Slovenia,2021-06-11,Oxford/AstraZeneca,269297
Slovenia,2021-06-11,Pfizer/BioNTech,866477
Slovenia,2021-06-18,Johnson&Johnson,43801
Slovenia,2021-06-18,Moderna,147699
Slovenia,2021-06-18,Oxford/AstraZeneca,283122
Slovenia,2021-06-18,Pfizer/BioNTech,901015
Slovenia,2021-06-25,Johnson&Johnson,47013
Slovenia,2021-06-25,Moderna,158043
Slovenia,2021-06-25,Oxford/AstraZeneca,291791
Slovenia,2021-06-25,Pfizer/BioNTech,942459
Slovenia,2021-07-02,Johnson&Johnson,50242
Slovenia,2021-07-02,Moderna,164871
Slovenia,2021-07-02,Oxford/AstraZeneca,303025
Slovenia,2021-07-02,Pfizer/BioNTech,987236
Slovenia,2021-07-09,Johnson&Johnson,55235
Slovenia,2021-07-09,Moderna,171795
Slovenia,2021-07-09,Oxford/AstraZeneca,310561
Slovenia,2021-07-09,Pfizer/BioNTech,1020782
Slovenia,2021-07-16,Johnson&Johnson,63914
Slovenia,2021-07-16,Moderna,176488
Slovenia,2021-07-16,Oxford/AstraZeneca,315440
Slovenia,2021-07-16,Pfizer/BioNTech,1049435
Slovenia,2021-07-23,Johnson&Johnson,72374
Slovenia,2021-07-23,Moderna,178503
Slovenia,2021-07-23,Oxford/AstraZeneca,318597
Slovenia,2021-07-23,Pfizer/BioNTech,1075210
Slovenia,2021-07-30,Johnson&Johnson,79597
Slovenia,2021-07-30,Moderna,180157
Slovenia,2021-07-30,Oxford/AstraZeneca,321275
Slovenia,2021-07-30,Pfizer/BioNTech,1101626
Slovenia,2021-08-06,Johnson&Johnson,84511
Slovenia,2021-08-06,Moderna,181849
Slovenia,2021-08-06,Oxford/AstraZeneca,322852
Slovenia,2021-08-06,Pfizer/BioNTech,1128289
Slovenia,2021-08-13,Johnson&Johnson,88628
Slovenia,2021-08-13,Moderna,183090
Slovenia,2021-08-13,Oxford/AstraZeneca,323755
Slovenia,2021-08-13,Pfizer/BioNTech,1152531
Slovenia,2021-08-20,Johnson&Johnson,93214
Slovenia,2021-08-20,Moderna,184586
Slovenia,2021-08-20,Oxford/AstraZeneca,324441
Slovenia,2021-08-20,Pfizer/BioNTech,1178871
Slovenia,2021-08-27,Johnson&Johnson,97375
Slovenia,2021-08-27,Moderna,185729
Slovenia,2021-08-27,Oxford/AstraZeneca,324898
Slovenia,2021-08-27,Pfizer/BioNTech,1204638
Slovenia,2021-09-03,Johnson&Johnson,100958
Slovenia,2021-09-03,Moderna,186765
Slovenia,2021-09-03,Oxford/AstraZeneca,325627
Slovenia,2021-09-03,Pfizer/BioNTech,1225630
Slovenia,2021-09-10,Johnson&Johnson,107483
Slovenia,2021-09-10,Moderna,187866
Slovenia,2021-09-10,Oxford/AstraZeneca,325985
Slovenia,2021-09-10,Pfizer/BioNTech,1255961
Slovenia,2021-09-17,Johnson&Johnson,125698
Slovenia,2021-09-17,Moderna,190179
Slovenia,2021-09-17,Oxford/AstraZeneca,326398
Slovenia,2021-09-17,Pfizer/BioNTech,1319765
Slovenia,2021-09-24,Johnson&Johnson,133529
Slovenia,2021-09-24,Moderna,191785
Slovenia,2021-09-24,Oxford/AstraZeneca,326623
Slovenia,2021-09-24,Pfizer/BioNTech,1354333
Slovenia,2021-10-01,Johnson&Johnson,136258
Slovenia,2021-10-01,Moderna,192931
Slovenia,2021-10-01,Oxford/AstraZeneca,326736
Slovenia,2021-10-01,Pfizer/BioNTech,1383686
Slovenia,2021-10-08,Johnson&Johnson,136259
Slovenia,2021-10-08,Moderna,193805
Slovenia,2021-10-08,Oxford/AstraZeneca,326821
Slovenia,2021-10-08,Pfizer/BioNTech,1424820
Slovenia,2021-10-15,Johnson&Johnson,136270
Slovenia,2021-10-15,Moderna,194984
Slovenia,2021-10-15,Oxford/AstraZeneca,326851
Slovenia,2021-10-15,Pfizer/BioNTech,1453010
Slovenia,2021-10-22,Johnson&Johnson,136281
Slovenia,2021-10-22,Moderna,196048
Slovenia,2021-10-22,Oxford/AstraZeneca,326900
Slovenia,2021-10-22,Pfizer/BioNTech,1473752
Slovenia,2021-10-29,Johnson&Johnson,136293
Slovenia,2021-10-29,Moderna,196953
Slovenia,2021-10-29,Oxford/AstraZeneca,326936
Slovenia,2021-10-29,Pfizer/BioNTech,1494255
Slovenia,2021-11-05,Johnson&Johnson,136301
Slovenia,2021-11-05,Moderna,199327
Slovenia,2021-11-05,Oxford/AstraZeneca,326955
Slovenia,2021-11-05,Pfizer/BioNTech,1544988
Slovenia,2021-11-12,Johnson&Johnson,136304
Slovenia,2021-11-12,Moderna,204049
Slovenia,2021-11-12,Oxford/AstraZeneca,326972
Slovenia,2021-11-12,Pfizer/BioNTech,1636080
Slovenia,2021-11-19,Johnson&Johnson,136311
Slovenia,2021-11-19,Moderna,208733
Slovenia,2021-11-19,Oxford/AstraZeneca,326981
Slovenia,2021-11-19,Pfizer/BioNTech,1716472
Slovenia,2021-11-26,Johnson&Johnson,136314
Slovenia,2021-11-26,Moderna,212488
Slovenia,2021-11-26,Oxford/AstraZeneca,326991
Slovenia,2021-11-26,Pfizer/BioNTech,1775390
Slovenia,2021-12-03,Moderna,214770
Slovenia,2021-12-03,Oxford/AstraZeneca,326995
Slovenia,2021-12-03,Pfizer/BioNTech,1823133
South Korea,2021-02-26,Johnson&Johnson,19
South Korea,2021-02-26,Moderna,8445
South Korea,2021-02-26,Oxford/AstraZeneca,23271
South Korea,2021-02-26,Pfizer/BioNTech,3805
South Korea,2021-02-27,Johnson&Johnson,21
South Korea,2021-02-27,Moderna,8541
South Korea,2021-02-27,Oxford/AstraZeneca,24407
South Korea,2021-02-27,Pfizer/BioNTech,4238
South Korea,2021-02-28,Johnson&Johnson,21
South Korea,2021-02-28,Moderna,8582
South Korea,2021-02-28,Oxford/AstraZeneca,24992
South Korea,2021-02-28,Pfizer/BioNTech,4597
South Korea,2021-03-01,Johnson&Johnson,24
South Korea,2021-03-01,Moderna,8707
South Korea,2021-03-01,Oxford/AstraZeneca,26247
South Korea,2021-03-01,Pfizer/BioNTech,5005
South Korea,2021-03-02,Johnson&Johnson,26
South Korea,2021-03-02,Moderna,8851
South Korea,2021-03-02,Oxford/AstraZeneca,92115
South Korea,2021-03-02,Pfizer/BioNTech,5781
South Korea,2021-03-03,Johnson&Johnson,30
South Korea,2021-03-03,Moderna,8997
South Korea,2021-03-03,Oxford/AstraZeneca,160395
South Korea,2021-03-03,Pfizer/BioNTech,7145
South Korea,2021-03-04,Johnson&Johnson,35
South Korea,2021-03-04,Moderna,9341
South Korea,2021-03-04,Oxford/AstraZeneca,229642
South Korea,2021-03-04,Pfizer/BioNTech,8486
South Korea,2021-03-05,Johnson&Johnson,40
South Korea,2021-03-05,Moderna,9702
South Korea,2021-03-05,Oxford/AstraZeneca,298782
South Korea,2021-03-05,Pfizer/BioNTech,10047
South Korea,2021-03-06,Johnson&Johnson,49
South Korea,2021-03-06,Moderna,9780
South Korea,2021-03-06,Oxford/AstraZeneca,316841
South Korea,2021-03-06,Pfizer/BioNTech,10165
South Korea,2021-03-07,Johnson&Johnson,57
South Korea,2021-03-07,Moderna,9824
South Korea,2021-03-07,Oxford/AstraZeneca,318954
South Korea,2021-03-07,Pfizer/BioNTech,10249
South Korea,2021-03-08,Johnson&Johnson,67
South Korea,2021-03-08,Moderna,10080
South Korea,2021-03-08,Oxford/AstraZeneca,385310
South Korea,2021-03-08,Pfizer/BioNTech,11574
South Korea,2021-03-09,Johnson&Johnson,76
South Korea,2021-03-09,Moderna,10426
South Korea,2021-03-09,Oxford/AstraZeneca,446665
South Korea,2021-03-09,Pfizer/BioNTech,13909
South Korea,2021-03-10,Johnson&Johnson,310
South Korea,2021-03-10,Moderna,10555
South Korea,2021-03-10,Oxford/AstraZeneca,495831
South Korea,2021-03-10,Pfizer/BioNTech,19039
South Korea,2021-03-11,Johnson&Johnson,490
South Korea,2021-03-11,Moderna,10785
South Korea,2021-03-11,Oxford/AstraZeneca,533245
South Korea,2021-03-11,Pfizer/BioNTech,26390
South Korea,2021-03-12,Johnson&Johnson,667
South Korea,2021-03-12,Moderna,10978
South Korea,2021-03-12,Oxford/AstraZeneca,565166
South Korea,2021-03-12,Pfizer/BioNTech,32859
South Korea,2021-03-13,Johnson&Johnson,702
South Korea,2021-03-13,Moderna,11055
South Korea,2021-03-13,Oxford/AstraZeneca,568525
South Korea,2021-03-13,Pfizer/BioNTech,33544
South Korea,2021-03-14,Johnson&Johnson,729
South Korea,2021-03-14,Moderna,11100
South Korea,2021-03-14,Oxford/AstraZeneca,569689
South Korea,2021-03-14,Pfizer/BioNTech,33706
South Korea,2021-03-15,Johnson&Johnson,1563
South Korea,2021-03-15,Moderna,11203
South Korea,2021-03-15,Oxford/AstraZeneca,581657
South Korea,2021-03-15,Pfizer/BioNTech,34509
South Korea,2021-03-16,Johnson&Johnson,2178
South Korea,2021-03-16,Moderna,11378
South Korea,2021-03-16,Oxford/AstraZeneca,593946
South Korea,2021-03-16,Pfizer/BioNTech,41398
South Korea,2021-03-17,Johnson&Johnson,2724
South Korea,2021-03-17,Moderna,11540
South Korea,2021-03-17,Oxford/AstraZeneca,603859
South Korea,2021-03-17,Pfizer/BioNTech,51647
South Korea,2021-03-18,Johnson&Johnson,3034
South Korea,2021-03-18,Moderna,11813
South Korea,2021-03-18,Oxford/AstraZeneca,614308
South Korea,2021-03-18,Pfizer/BioNTech,60930
South Korea,2021-03-19,Johnson&Johnson,3526
South Korea,2021-03-19,Moderna,12001
South Korea,2021-03-19,Oxford/AstraZeneca,625095
South Korea,2021-03-19,Pfizer/BioNTech,67392
South Korea,2021-03-20,Johnson&Johnson,3538
South Korea,2021-03-20,Moderna,12107
South Korea,2021-03-20,Oxford/AstraZeneca,625412
South Korea,2021-03-20,Pfizer/BioNTech,68904
South Korea,2021-03-21,Johnson&Johnson,3551
South Korea,2021-03-21,Moderna,12155
South Korea,2021-03-21,Oxford/AstraZeneca,625491
South Korea,2021-03-21,Pfizer/BioNTech,69379
South Korea,2021-03-22,Johnson&Johnson,3652
South Korea,2021-03-22,Moderna,12275
South Korea,2021-03-22,Oxford/AstraZeneca,629262
South Korea,2021-03-22,Pfizer/BioNTech,69985
South Korea,2021-03-23,Johnson&Johnson,3827
South Korea,2021-03-23,Moderna,12436
South Korea,2021-03-23,Oxford/AstraZeneca,651180
South Korea,2021-03-23,Pfizer/BioNTech,70913
South Korea,2021-03-24,Johnson&Johnson,3839
South Korea,2021-03-24,Moderna,12623
South Korea,2021-03-24,Oxford/AstraZeneca,681855
South Korea,2021-03-24,Pfizer/BioNTech,72464
South Korea,2021-03-25,Johnson&Johnson,4090
South Korea,2021-03-25,Moderna,12861
South Korea,2021-03-25,Oxford/AstraZeneca,716428
South Korea,2021-03-25,Pfizer/BioNTech,74002
South Korea,2021-03-26,Johnson&Johnson,4325
South Korea,2021-03-26,Moderna,13041
South Korea,2021-03-26,Oxford/AstraZeneca,741347
South Korea,2021-03-26,Pfizer/BioNTech,75828
South Korea,2021-03-27,Johnson&Johnson,4339
South Korea,2021-03-27,Moderna,13199
South Korea,2021-03-27,Oxford/AstraZeneca,742770
South Korea,2021-03-27,Pfizer/BioNTech,76128
South Korea,2021-03-28,Johnson&Johnson,4345
South Korea,2021-03-28,Moderna,13273
South Korea,2021-03-28,Oxford/AstraZeneca,742893
South Korea,2021-03-28,Pfizer/BioNTech,76317
South Korea,2021-03-29,Johnson&Johnson,4356
South Korea,2021-03-29,Moderna,13431
South Korea,2021-03-29,Oxford/AstraZeneca,770994
South Korea,2021-03-29,Pfizer/BioNTech,77606
South Korea,2021-03-30,Johnson&Johnson,4377
South Korea,2021-03-30,Moderna,13737
South Korea,2021-03-30,Oxford/AstraZeneca,801114
South Korea,2021-03-30,Pfizer/BioNTech,80094
South Korea,2021-03-31,Johnson&Johnson,4407
South Korea,2021-03-31,Moderna,13952
South Korea,2021-03-31,Oxford/AstraZeneca,825403
South Korea,2021-03-31,Pfizer/BioNTech,85380
South Korea,2021-04-01,Johnson&Johnson,4465
South Korea,2021-04-01,Moderna,14217
South Korea,2021-04-01,Oxford/AstraZeneca,844051
South Korea,2021-04-01,Pfizer/BioNTech,112301
South Korea,2021-04-02,Johnson&Johnson,4968
South Korea,2021-04-02,Moderna,14441
South Korea,2021-04-02,Oxford/AstraZeneca,863580
South Korea,2021-04-02,Pfizer/BioNTech,139481
South Korea,2021-04-03,Johnson&Johnson,5017
South Korea,2021-04-03,Moderna,14599
South Korea,2021-04-03,Oxford/AstraZeneca,866092
South Korea,2021-04-03,Pfizer/BioNTech,146560
South Korea,2021-04-04,Johnson&Johnson,5040
South Korea,2021-04-04,Moderna,14685
South Korea,2021-04-04,Oxford/AstraZeneca,866199
South Korea,2021-04-04,Pfizer/BioNTech,147375
South Korea,2021-04-05,Johnson&Johnson,5994
South Korea,2021-04-05,Moderna,14886
South Korea,2021-04-05,Oxford/AstraZeneca,880812
South Korea,2021-04-05,Pfizer/BioNTech,170567
South Korea,2021-04-06,Johnson&Johnson,6754
South Korea,2021-04-06,Moderna,15345
South Korea,2021-04-06,Oxford/AstraZeneca,897350
South Korea,2021-04-06,Pfizer/BioNTech,199428
South Korea,2021-04-07,Johnson&Johnson,7917
South Korea,2021-04-07,Moderna,15584
South Korea,2021-04-07,Oxford/AstraZeneca,914315
South Korea,2021-04-07,Pfizer/BioNTech,230225
South Korea,2021-04-08,Johnson&Johnson,9060
South Korea,2021-04-08,Moderna,16063
South Korea,2021-04-08,Oxford/AstraZeneca,921747
South Korea,2021-04-08,Pfizer/BioNTech,270370
South Korea,2021-04-09,Johnson&Johnson,10397
South Korea,2021-04-09,Moderna,16393
South Korea,2021-04-09,Oxford/AstraZeneca,926113
South Korea,2021-04-09,Pfizer/BioNTech,307877
South Korea,2021-04-10,Johnson&Johnson,10917
South Korea,2021-04-10,Moderna,16551
South Korea,2021-04-10,Oxford/AstraZeneca,926799
South Korea,2021-04-10,Pfizer/BioNTech,317674
South Korea,2021-04-11,Johnson&Johnson,10952
South Korea,2021-04-11,Moderna,16641
South Korea,2021-04-11,Oxford/AstraZeneca,926866
South Korea,2021-04-11,Pfizer/BioNTech,318315
South Korea,2021-04-12,Johnson&Johnson,12472
South Korea,2021-04-12,Moderna,16885
South Korea,2021-04-12,Oxford/AstraZeneca,934550
South Korea,2021-04-12,Pfizer/BioNTech,349721
South Korea,2021-04-13,Johnson&Johnson,13418
South Korea,2021-04-13,Moderna,17111
South Korea,2021-04-13,Oxford/AstraZeneca,947851
South Korea,2021-04-13,Pfizer/BioNTech,381633
South Korea,2021-04-14,Johnson&Johnson,13425
South Korea,2021-04-14,Moderna,17404
South Korea,2021-04-14,Oxford/AstraZeneca,963000
South Korea,2021-04-14,Pfizer/BioNTech,413883
South Korea,2021-04-15,Johnson&Johnson,13429
South Korea,2021-04-15,Moderna,17685
South Korea,2021-04-15,Oxford/AstraZeneca,983399
South Korea,2021-04-15,Pfizer/BioNTech,488204
South Korea,2021-04-16,Johnson&Johnson,13445
South Korea,2021-04-16,Moderna,17998
South Korea,2021-04-16,Oxford/AstraZeneca,1010679
South Korea,2021-04-16,Pfizer/BioNTech,565575
South Korea,2021-04-17,Johnson&Johnson,13449
South Korea,2021-04-17,Moderna,18204
South Korea,2021-04-17,Oxford/AstraZeneca,1012127
South Korea,2021-04-17,Pfizer/BioNTech,594333
South Korea,2021-04-18,Johnson&Johnson,13451
South Korea,2021-04-18,Moderna,18302
South Korea,2021-04-18,Oxford/AstraZeneca,1012184
South Korea,2021-04-18,Pfizer/BioNTech,599558
South Korea,2021-04-19,Johnson&Johnson,13452
South Korea,2021-04-19,Moderna,18500
South Korea,2021-04-19,Oxford/AstraZeneca,1056442
South Korea,2021-04-19,Pfizer/BioNTech,679166
South Korea,2021-04-20,Johnson&Johnson,13454
South Korea,2021-04-20,Moderna,18775
South Korea,2021-04-20,Oxford/AstraZeneca,1105783
South Korea,2021-04-20,Pfizer/BioNTech,762142
South Korea,2021-04-21,Johnson&Johnson,13473
South Korea,2021-04-21,Moderna,19121
South Korea,2021-04-21,Oxford/AstraZeneca,1154359
South Korea,2021-04-21,Pfizer/BioNTech,847439
South Korea,2021-04-22,Johnson&Johnson,13474
South Korea,2021-04-22,Moderna,19514
South Korea,2021-04-22,Oxford/AstraZeneca,1208288
South Korea,2021-04-22,Pfizer/BioNTech,945071
South Korea,2021-04-23,Johnson&Johnson,13483
South Korea,2021-04-23,Moderna,19811
South Korea,2021-04-23,Oxford/AstraZeneca,1291840
South Korea,2021-04-23,Pfizer/BioNTech,1042412
South Korea,2021-04-24,Johnson&Johnson,13484
South Korea,2021-04-24,Moderna,19994
South Korea,2021-04-24,Oxford/AstraZeneca,1326133
South Korea,2021-04-24,Pfizer/BioNTech,1079743
South Korea,2021-04-25,Johnson&Johnson,13488
South Korea,2021-04-25,Moderna,20075
